term	canonical	confidence	sources	source_count	variant_of	synsets	rule_id
kiwi fruit	kiwi_fruit	high	lvis_object|wordnet_noun_mwe	2		kiwi.n.03|wordnet_noun	trusted_visual_object_label
kiwi fruits	kiwi_fruit	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	kiwi fruit	kiwi.n.03|wordnet_noun	trusted_visual_object_label
knee brace	knee_brace	high	visual_genome_object_synset|wordnet_noun_mwe	2		knee.n.01|wordnet_noun	vg_object_synset_plus_wordnet
knee braces	knee_brace	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	knee brace	knee.n.01|knee_brace.n.01|wordnet_noun	vg_object_synset_plus_wordnet
knee pad	knee_pad	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		knee_pad.n.01|wordnet_noun	trusted_visual_object_label
knee pads	knee_pad	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	knee pad	knee_pad.n.01|wordnet_noun	trusted_visual_object_label
knife blade	knife_blade	high	visual_genome_object_synset|wordnet_noun_mwe	2		knife_blade.n.01|wordnet_noun	vg_object_synset_plus_wordnet
knife blades	knife_blade	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	knife blade	knife_blade.n.01|wordnet_noun	vg_object_synset_plus_wordnet
knitting needle	knitting_needle	high	lvis_object|wordnet_noun_mwe	2		knitting_needle.n.01|wordnet_noun	trusted_visual_object_label
knitting needles	knitting_needle	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	knitting needle	acerate_leaf.n.01|knitting_needle.n.01|wordnet_noun	trusted_visual_object_label
koala bear	koala_bear	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		koala.n.01|wordnet_noun	trusted_visual_object_label
koala bears	koala_bear	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	koala bear	koala.n.01|wordnet_noun	trusted_visual_object_label
lab coat	lab_coat	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		lab_coat.n.01|wordnet_noun	trusted_visual_object_label
lab coats	lab_coat	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	lab coat	lab_coat.n.01|wordnet_noun	trusted_visual_object_label
laboratory coat	laboratory_coat	high	lvis_object|wordnet_noun_mwe	2		lab_coat.n.01|wordnet_noun	trusted_visual_object_label
laboratory coats	laboratory_coat	high	lvis_object|plural_variant|wordnet_noun_mwe	2	laboratory coat	lab_coat.n.01|wordnet_noun	trusted_visual_object_label
ladybird beetle	ladybird_beetle	high	lvis_object|wordnet_noun_mwe	2		ladybug.n.01|wordnet_noun	trusted_visual_object_label
ladybird beetles	ladybird_beetle	high	lvis_object|plural_variant|wordnet_noun_mwe	2	ladybird beetle	ladybug.n.01|wordnet_noun	trusted_visual_object_label
lake michigan	lake_michigan	high	visual_genome_object_synset|wordnet_noun_mwe	2		lake_michigan.n.01|wordnet_noun	vg_object_synset_plus_wordnet
lake michigans	lake_michigan	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	lake michigan	lake_michigan.n.01|wordnet_noun	vg_object_synset_plus_wordnet
lamb (animal)	lamb_animal	high	lvis_object	1		lamb.n.01	trusted_visual_object_label
lamb animals	lamb_animal	high	lvis_object|plural_variant	1	lamb (animal)	lamb.n.01	trusted_visual_object_label
lamb chop	lamb_chop	high	visual_genome_object_synset|wordnet_noun_mwe	2		lamb.n.01|wordnet_noun	vg_object_synset_plus_wordnet
lamb chops	lamb_chop	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	lamb chop	lamb.n.01|lamb_chop.n.01|wordnet_noun	vg_object_synset_plus_wordnet
lamb-chop	lamb_chop	high	lvis_object	1		lamb_chop.n.01	trusted_visual_object_label
lamp shade	lamp_shade	high	visual_genome_object_synset|wordnet_noun_mwe	2		lampshade.n.01|wordnet_noun	vg_object_synset_plus_wordnet
lamp shades	lamp_shade	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	lamp shade	lampshade.n.01|wordnet_noun	vg_object_synset_plus_wordnet
land mass	land_mass	high	visual_genome_object_synset|wordnet_noun_mwe	2		landmass.n.01|wordnet_noun	vg_object_synset_plus_wordnet
land masses	land_mass	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	land mass	landmass.n.01|wordnet_noun	vg_object_synset_plus_wordnet
land vehicle	land_vehicle	high	openimages_boxable	1			trusted_visual_object_label
land vehicles	land_vehicle	high	openimages_boxable|plural_variant	1	land vehicle		trusted_visual_object_label
landing flap	landing_flap	high	visual_genome_object_synset|wordnet_noun_mwe	2		landing_flap.n.01|wordnet_noun	vg_object_synset_plus_wordnet
landing flaps	landing_flap	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	landing flap	landing_flap.n.01|wordnet_noun	vg_object_synset_plus_wordnet
landing gear	landing_gear	high	visual_genome_object_synset|wordnet_noun_mwe	2		landing_gear.n.01|wordnet_noun	vg_object_synset_plus_wordnet
landing gears	landing_gear	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	landing gear	landing_gear.n.01|wordnet_noun	vg_object_synset_plus_wordnet
landing skid	landing_skid	high	visual_genome_object_synset|wordnet_noun_mwe	2		landing_skid.n.01|wordnet_noun	vg_object_synset_plus_wordnet
landing skids	landing_skid	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	landing skid	landing_skid.n.01|wordnet_noun	vg_object_synset_plus_wordnet
landing strip	landing_strip	high	visual_genome_object_synset|wordnet_noun_mwe	2		airstrip.n.01|wordnet_noun	vg_object_synset_plus_wordnet
landing strips	landing_strip	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	landing strip	airstrip.n.01|wordnet_noun	vg_object_synset_plus_wordnet
laptop computer	laptop_computer	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		computer.n.01|laptop.n.01|wordnet_noun	trusted_visual_object_label
laptop computers	laptop_computer	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	laptop computer	computer.n.01|laptop.n.01|wordnet_noun	trusted_visual_object_label
laundry basket	laundry_basket	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		clothes_hamper.n.01|wordnet_noun	trusted_visual_object_label
laundry baskets	laundry_basket	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	laundry basket	clothes_hamper.n.01|wordnet_noun	trusted_visual_object_label
lawn cart	lawn_cart	high	lvis_object|wordnet_noun_mwe	2		barrow.n.03|wordnet_noun	trusted_visual_object_label
lawn carts	lawn_cart	high	lvis_object|plural_variant|wordnet_noun_mwe	2	lawn cart	barrow.n.03|wordnet_noun	trusted_visual_object_label
lawn chair	lawn_chair	high	visual_genome_object_synset|wordnet_noun_mwe	2		lawn_chair.n.01|wordnet_noun	vg_object_synset_plus_wordnet
lawn chairs	lawn_chair	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	lawn chair	lawn_chair.n.01|wordnet_noun	vg_object_synset_plus_wordnet
lawn mower	lawn_mower	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		lawn_mower.n.01|wordnet_noun	trusted_visual_object_label
lawn mowers	lawn_mower	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	lawn mower	lawn_mower.n.01|wordnet_noun	trusted_visual_object_label
leaf lettuce	leaf_lettuce	high	visual_genome_object_synset|wordnet_noun_mwe	2		leaf_lettuce.n.01|wordnet_noun	vg_object_synset_plus_wordnet
leaf lettuces	leaf_lettuce	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	leaf lettuce	leaf_lettuce.n.01|wordnet_noun	vg_object_synset_plus_wordnet
leafy vegetable	leafy_vegetable	high	visual_genome_object_synset|wordnet_noun_mwe	2		greens.n.01|wordnet_noun	vg_object_synset_plus_wordnet
leafy vegetables	leafy_vegetable	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	leafy vegetable	greens.n.01|wordnet_noun	vg_object_synset_plus_wordnet
left field	left_field	high	visual_genome_object_synset|wordnet_noun_mwe	2		field.n.01|wordnet_noun	vg_object_synset_plus_wordnet
left fields	left_field	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	left field	field.n.01|wordnet_noun	vg_object_synset_plus_wordnet
left hand	left_hand	high	visual_genome_object_synset|wordnet_noun_mwe	2		hand.n.01|wordnet_noun	vg_object_synset_plus_wordnet
left hands	left_hand	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	left hand	hand.n.01|wordnet_noun	vg_object_synset_plus_wordnet
left wing	left_wing	high	visual_genome_object_synset|wordnet_noun_mwe	2		wing.n.01|wordnet_noun	vg_object_synset_plus_wordnet
left wings	left_wing	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	left wing	wing.n.01|wordnet_noun	vg_object_synset_plus_wordnet
leg covering	leg_covering	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		leg.n.01|legging.n.01|wordnet_noun	trusted_visual_object_label
leg coverings	leg_covering	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	leg covering	leg.n.01|legging.n.01|wordnet_noun	trusted_visual_object_label
legging (clothing)	legging_clothing	high	lvis_object	1		legging.n.01	trusted_visual_object_label
legging clothings	legging_clothing	high	lvis_object|plural_variant	1	legging (clothing)	legging.n.01	trusted_visual_object_label
leging (clothing)	leging_clothing	high	lvis_object	1		legging.n.01	trusted_visual_object_label
leging clothings	leging_clothing	high	lvis_object|plural_variant	1	leging (clothing)	legging.n.01	trusted_visual_object_label
lego set	lego_set	high	lvis_object|wordnet_noun_mwe	2		lego.n.01|wordnet_noun	trusted_visual_object_label
lego sets	lego_set	high	lvis_object|plural_variant|wordnet_noun_mwe	2	lego set	lego.n.01|wordnet_noun	trusted_visual_object_label
lemon (plant)	lemon_plant	high	openimages_boxable	1			trusted_visual_object_label
lemon juice	lemon_juice	high	visual_genome_object_synset|wordnet_noun_mwe	2		juice.n.01|wordnet_noun	vg_object_synset_plus_wordnet
lemon juices	lemon_juice	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	lemon juice	juice.n.01|wordnet_noun	vg_object_synset_plus_wordnet
lemon plants	lemon_plant	high	openimages_boxable|plural_variant	1	lemon (plant)		trusted_visual_object_label
lens cap	lens_cap	high	visual_genome_object_synset|wordnet_noun_mwe	2		lens_cap.n.01|wordnet_noun	vg_object_synset_plus_wordnet
lens caps	lens_cap	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	lens cap	lens_cap.n.01|wordnet_noun	vg_object_synset_plus_wordnet
lens cover	lens_cover	high	visual_genome_object_synset|wordnet_noun_mwe	2		lens_cap.n.01|wordnet_noun	vg_object_synset_plus_wordnet
lens covers	lens_cover	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	lens cover	lens_cap.n.01|wordnet_noun	vg_object_synset_plus_wordnet
letter box	letter_box	high	visual_genome_object_synset|wordnet_noun_mwe	2		mailbox.n.01|wordnet_noun	vg_object_synset_plus_wordnet
letter box (at home)	letter_box_at_home	high	lvis_object	1		mailbox.n.01	trusted_visual_object_label
letter box at homes	letter_box_at_home	high	lvis_object|plural_variant	1	letter box (at home)	mailbox.n.01	trusted_visual_object_label
letter boxes	letter_box	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	letter box	mailbox.n.01|wordnet_noun	vg_object_synset_plus_wordnet
library card	library_card	high	visual_genome_object_synset|wordnet_noun_mwe	2		library_card.n.01|wordnet_noun	vg_object_synset_plus_wordnet
library cards	library_card	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	library card	library_card.n.01|wordnet_noun	vg_object_synset_plus_wordnet
license plate	license_plate	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		license_plate.n.01|wordnet_noun	trusted_visual_object_label
license plates	license_plate	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	license plate	license_plate.n.01|wordnet_noun	trusted_visual_object_label
life belt	life_belt	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		life_buoy.n.01|safety_belt.n.01|wordnet_noun	trusted_visual_object_label
life belts	life_belt	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	life belt	life_buoy.n.01|safety_belt.n.01|wordnet_noun	trusted_visual_object_label
life buoy	life_buoy	high	lvis_object|wordnet_noun_mwe	2		life_buoy.n.01|wordnet_noun	trusted_visual_object_label
life buoys	life_buoy	high	lvis_object|plural_variant|wordnet_noun_mwe	2	life buoy	life_buoy.n.01|wordnet_noun	trusted_visual_object_label
life jacket	life_jacket	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		life_jacket.n.01|wordnet_noun	trusted_visual_object_label
life jackets	life_jacket	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	life jacket	life_jacket.n.01|wordnet_noun	trusted_visual_object_label
life preserver	life_preserver	high	visual_genome_object_synset|wordnet_noun_mwe	2		life_preserver.n.01|wordnet_noun	vg_object_synset_plus_wordnet
life preservers	life_preserver	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	life preserver	life_preserver.n.01|wordnet_noun	vg_object_synset_plus_wordnet
life raft	life_raft	high	visual_genome_object_synset|wordnet_noun_mwe	2		life_raft.n.01|wordnet_noun	vg_object_synset_plus_wordnet
life rafts	life_raft	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	life raft	life_raft.n.01|wordnet_noun	vg_object_synset_plus_wordnet
life ring	life_ring	high	lvis_object|wordnet_noun_mwe	2		life_buoy.n.01|wordnet_noun	trusted_visual_object_label
life rings	life_ring	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	life ring	life_buoy.n.01|wordnet_noun	trusted_visual_object_label
life saver	life_saver	high	visual_genome_object_synset|wordnet_noun_mwe	2		life_saver.n.01|wordnet_noun	vg_object_synset_plus_wordnet
life savers	life_saver	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	life saver	life_saver.n.01|wordnet_noun	vg_object_synset_plus_wordnet
life vest	life_vest	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		life_jacket.n.01|wordnet_noun	trusted_visual_object_label
life vests	life_vest	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	life vest	life_jacket.n.01|wordnet_noun	trusted_visual_object_label
light beam	light_beam	high	visual_genome_object_synset|wordnet_noun_mwe	2		radio_beam.n.01|wordnet_noun	vg_object_synset_plus_wordnet
light beams	light_beam	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	light beam	radio_beam.n.01|wordnet_noun	vg_object_synset_plus_wordnet
light bulb	light_bulb	high	openimages_boxable|visual_genome_object_synset|wordnet_noun_mwe	3		bulb.n.01|wordnet_noun	trusted_visual_object_label
light bulbs	light_bulb	high	openimages_boxable|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	light bulb	bulb.n.01|wordnet_noun	trusted_visual_object_label
light source	light_source	high	visual_genome_object_synset|wordnet_noun_mwe	2		beginning.n.04|wordnet_noun	vg_object_synset_plus_wordnet
light sources	light_source	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	light source	beginning.n.04|wordnet_noun	vg_object_synset_plus_wordnet
light switch	light_switch	high	openimages_boxable|visual_genome_object_synset	2		switch.n.01	trusted_visual_object_label
light switches	light_switch	high	openimages_boxable|plural_variant|visual_genome_object_synset	2	light switch	switch.n.01	trusted_visual_object_label
lighting fixture	lighting_fixture	high	visual_genome_object_synset|wordnet_noun_mwe	2		fixture.n.01|wordnet_noun	vg_object_synset_plus_wordnet
lighting fixtures	lighting_fixture	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	lighting fixture	fixture.n.01|wordnet_noun	vg_object_synset_plus_wordnet
lightning conductor	lightning_conductor	high	lvis_object|wordnet_noun_mwe	2		lightning_rod.n.02|wordnet_noun	trusted_visual_object_label
lightning conductors	lightning_conductor	high	lvis_object|plural_variant|wordnet_noun_mwe	2	lightning conductor	lightning_rod.n.02|wordnet_noun	trusted_visual_object_label
lightning rod	lightning_rod	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		lightning_rod.n.01|lightning_rod.n.02|wordnet_noun	trusted_visual_object_label
lightning rods	lightning_rod	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	lightning rod	lightning_rod.n.01|lightning_rod.n.02|wordnet_noun	trusted_visual_object_label
lily pad	lily_pad	high	visual_genome_object_synset|wordnet_noun_mwe	2		lily_pad.n.01|wordnet_noun	vg_object_synset_plus_wordnet
lily pads	lily_pad	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	lily pad	lily_pad.n.01|wordnet_noun	vg_object_synset_plus_wordnet
lima beans	lima_bean	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	lima bean	sieva_bean.n.01|wordnet_noun	vg_object_synset_plus_wordnet
lip balm	lip_balm	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		lip_balm.n.01|wordnet_noun	trusted_visual_object_label
lip balms	lip_balm	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	lip balm	lip_balm.n.01|wordnet_noun	trusted_visual_object_label
liquid soap	liquid_soap	high	visual_genome_object_synset|wordnet_noun_mwe	2		soap.n.01|wordnet_noun	vg_object_synset_plus_wordnet
liquid soaps	liquid_soap	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	liquid soap	soap.n.01|wordnet_noun	vg_object_synset_plus_wordnet
living room	living_room	high	visual_genome_object_synset|wordnet_noun_mwe	2		living_room.n.01|wordnet_noun	vg_object_synset_plus_wordnet
living rooms	living_room	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	living room	living_room.n.01|wordnet_noun	vg_object_synset_plus_wordnet
loading dock	loading_dock	high	visual_genome_object_synset|wordnet_noun_mwe	2		dock.n.01|wordnet_noun	vg_object_synset_plus_wordnet
loading docks	loading_dock	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	loading dock	dock.n.01|wordnet_noun	vg_object_synset_plus_wordnet
