term	canonical	role	source	source_type	parent_type	confidence	raw_name	source_url
polo (collar)	polo (collar)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	polo (collar)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
polo (shirt)	polo (shirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	polo (shirt)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
polymer	polymer	material_attribute	ovad	material	material	high	material:polymers/plastic/rubber/styrofoam/polymer	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
polymers	polymers	material_attribute	ovad	material	material	high	material:polymers/plastic/rubber/styrofoam/polymer	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
porcelain	porcelain	material_attribute	ovad	material	material	high	material:ceramic/brick/porcelain	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
porcelain	porcelain	material_attribute	vaw	material	material	high	porcelain	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
porous	porous	texture_attribute	dtd	texture	texture	high	porous	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
posing	posing	activity_attribute	vaw	activity	activity	high	posing	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
potholed	potholed	texture_attribute	dtd	texture	texture	high	potholed	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
potted	potted	attribute	vaw	other	other	low	potted	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
powderblue	powderblue	color_attribute	css_color_4	color	color	high	powderblue	https://www.w3.org/TR/css-color-4/
powdered	powdered	attribute	vaw	other	other	low	powdered	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
prairie (skirt)	prairie (skirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	prairie (skirt)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
printed	printed	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	printed	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
printed	printed	attribute	vaw	other	other	low	printed	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
puff (sleeve)	puff (sleeve)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	puff (sleeve)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
puffer (coat)	puffer (coat)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	puffer (coat)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
puffer (jacket)	puffer (jacket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	puffer (jacket)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
puffy	puffy	attribute	vaw	other	other	low	puffy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
purple	purple	color_attribute	css_color_4	color	color	high	purple	https://www.w3.org/TR/css-color-4/
purple	purple	color_attribute	paco	color	color	high	purple	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
purple	purple	color_attribute	vaw	color	color	high	purple	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
purplish	purplish	color_attribute	vaw	color	color	high	purplish	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
queen anne (neck)	queen anne (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	queen anne (neck)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
quilted	quilted	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	quilted	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
raglan (sleeve)	raglan (sleeve)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	raglan (sleeve)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
raglan (t shirt)	raglan (t shirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	raglan (t-shirt)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
rah rah (skirt)	rah rah (skirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	rah-rah (skirt)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
rainbow colored	rainbow colored	color_attribute	vaw	color quantity	color quantity	high	rainbow colored	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
raincoat	raincoat	fashion_style_attribute	fashionpedia	nickname	nickname	medium	raincoat	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
rainy	rainy	weather_attribute	vaw	weather	weather	high	rainy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
raised	raised	attribute	vaw	other	other	low	raised	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
rattan	rattan	material_attribute	paco	material	material	high	rattan	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
raw	raw	food_state_attribute	ovad	cooked	cooked	high	cooked:raw/fresh	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
raw	raw	attribute	vaw	other	other	low	raw	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
reaching	reaching	attribute	vaw	other	other	low	reaching	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
reading	reading	activity_attribute	vaw	activity	activity	high	reading	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
rebeccapurple	rebeccapurple	color_attribute	css_color_4	color	color	high	rebeccapurple	https://www.w3.org/TR/css-color-4/
reclining	reclining	attribute	vaw	other	other	low	reclining	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
rectangular	rectangular	shape_attribute	vaw	shape	shape	high	rectangular	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
red	red	color_attribute	css_color_4	color	color	high	red	https://www.w3.org/TR/css-color-4/
red	red	color_attribute	ovad	clothes color	color	high	clothes color:red	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
red	red	color_attribute	ovad	color	color	high	color:red	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
red	red	color_attribute	ovad	hair color	color	high	hair color:red	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
red	red	color_attribute	paco	color	color	high	red	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
red	red	color_attribute	vaw	color	color	high	red	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
red brick	red brick	material_attribute	vaw	material	material	high	red brick	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
red haired	red haired	color_attribute	vaw	hair color	hair color	high	red haired	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
red lettered	red lettered	color_attribute	vaw	letter color	letter color	high	red lettered	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
red striped	red striped	pattern_attribute	vaw	pattern	pattern	high	red striped	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
red tiled	red tiled	attribute	vaw	other	other	low	red tiled	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
reddish	reddish	color_attribute	vaw	color	color	high	reddish	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
reflective	reflective	opacity_attribute	ovad	optical property	optical property	high	optical property:reflective	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
reflective	reflective	attribute	vaw	other	other	low	reflective	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
regular (collar)	regular (collar)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	regular (collar)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
regular (fit)	regular (fit)	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	regular (fit)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
relaxing	relaxing	attribute	vaw	other	other	low	relaxing	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
resting	resting	activity_attribute	vaw	activity	activity	high	resting	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
riding	riding	activity_attribute	vaw	activity	activity	high	riding	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
riding bike	riding bike	activity_attribute	vaw	activity	activity	high	riding bike	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
riding horse	riding horse	activity_attribute	vaw	activity	activity	high	riding horse	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
ringer (t shirt)	ringer (t shirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	ringer (t-shirt)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
ripe	ripe	attribute	vaw	other	other	low	ripe	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
rippled	rippled	attribute	vaw	other	other	low	rippled	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
rivet(a)	rivet(a)	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	rivet(a)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
robe	robe	fashion_style_attribute	fashionpedia	nickname	nickname	medium	robe	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
rocky	rocky	material_attribute	ovad	material	material	high	material:stone/granite/cobblestone/gravel/marble/pebbled/rocky/sandy	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
rocky	rocky	material_attribute	vaw	material	material	high	rocky	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
roll up (shorts)	roll up (shorts)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	roll-up (shorts)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
rolled up	rolled up	attribute	vaw	other	other	low	rolled up	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
rosybrown	rosybrown	color_attribute	css_color_4	color	color	high	rosybrown	https://www.w3.org/TR/css-color-4/
rotten	rotten	attribute	vaw	other	other	low	rotten	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
rough	rough	texture_attribute	ovad	texture	texture	high	texture:rough	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
rough	rough	texture_attribute	vaw	texture	texture	high	rough	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
round	round	shape_attribute	vaw	shape	shape	high	round	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
round (neck)	round (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	round (neck)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
rounded	rounded	shape_attribute	vaw	shape	shape	high	rounded	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
royalblue	royalblue	color_attribute	css_color_4	color	color	high	royalblue	https://www.w3.org/TR/css-color-4/
rubber	rubber	material_attribute	fashionpedia	non textile material type	non textile material type	medium	rubber	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
rubber	rubber	material_attribute	ovad	material	material	high	material:polymers/plastic/rubber/styrofoam/polymer	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
rubber	rubber	material_attribute	vaw	material	material	high	rubber	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
ruched	ruched	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	ruched	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
rugby (shirt)	rugby (shirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	rugby (shirt)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
ruined	ruined	state_attribute	ovad	state	state	high	state:dilapidated/ruined/broken	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
rumpled	rumpled	attribute	vaw	other	other	low	rumpled	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
